parameter_value,log_likelihood
0.10980163173031454,52644.53783874224
0.21960326346062906,54777.70911339854
0.32940489519094357,55481.6633411278
0.4392065269212581,55765.20882114915
0.5490081586515726,55898.09799952285
0.6588097903818871,55966.188339695815
0.7686114221122016,56002.57296500548
0.8784130538425162,56021.905912211885
0.9882146855728307,56031.429839014134
1.0980163173031452,56035.14397423246
1.2078179490334597,56035.15862230161
1.3176195807637743,56032.85286439534
1.4274212124940886,56029.0230199182
1.5372228442244034,56024.23640389385
1.647024475954718,56018.794967405884
1.7568261076850322,56012.95605462367
1.8666277394153468,56006.876154242855
1.9764293711456613,56000.70256021598
2.0862310028759756,55994.49365305365
2.1960326346062904,55988.26627340933
2.305834266336605,55982.08540965185
2.4156358980669195,55975.976193892595
2.5254375297972342,55969.99437516574
2.635239161527548,55964.10319311064
2.745040793257863,55958.32705544273
2.8548424249881776,55952.64867048003
2.964644056718492,55947.064926694664
3.0744456884488067,55941.64922383384
3.184247320179121,55936.354043846135
3.2940489519094354,55931.137290673905
3.40385058363975,55926.05517448381
3.5136522153700644,55921.08080518185
3.623453847100379,55916.215480703395
3.7332554788306935,55911.46370756169
3.8430571105610083,55906.81061434451
3.952858742291323,55902.29063463471
4.062660374021637,55897.786624016735
4.172462005751951,55893.43520473833
4.2822636374822665,55889.19254498578
4.392065269212581,55884.97543804617
4.501866900942895,55880.902960356434
4.61166853267321,55876.87372997246
4.721470164403525,55872.9513803658
4.831271796133839,55869.08205969547
4.941073427864154,55865.29963220726
5.050875059594468,55861.581779281
5.160676691324782,55857.9091115405
5.270478323055096,55854.35980745195
5.380279954785411,55850.84359133551
5.490081586515727,55847.378107312
