parameter_value,log_likelihood
0.11159446780503389,56031.15375163088
0.22318893561006775,56032.108457930466
0.3347834034151016,56033.10835974643
0.44637787122013545,56033.83497704678
0.5579723390251693,56034.36789628215
0.6695668068302032,56034.6661203078
0.781161274635237,56034.89789888903
0.8927557424402709,56035.05241899224
1.0043502102453048,56035.121096679046
1.1159446780503386,56035.171003715004
1.2275391458553724,56035.165058799685
1.3391336136604064,56035.187239172585
1.4507280814654402,56035.17857960602
1.562322549270474,56035.112845769814
1.6739170170755078,56035.112724850056
1.7855114848805418,56035.091617709164
1.8971059526855756,56035.071366609394
2.008700420490609,56035.04224790792
2.120294888295643,56034.99794781495
2.231889356100677,56034.976284600685
2.343483823905711,56034.955496251314
2.4550782917107448,56034.89179771816
2.566672759515779,56034.83442454355
2.678267227320813,56034.81998675079
2.7898616951258464,56034.79430278114
2.9014561629308804,56034.75932789178
3.013050630735914,56034.71633843084
3.124645098540948,56034.66733108955
3.236239566345982,56034.66721987864
3.3478340341510155,56034.63325896948
3.45942850195605,56034.601373318954
3.5710229697610836,56034.55556439817
3.682617437566117,56034.53015690399
3.794211905371151,56034.472687183166
3.9058063731761847,56034.48025532764
4.017400840981219,56034.40627827536
4.128995308786252,56034.40938439938
4.240589776591287,56034.36217529887
4.35218424439632,56034.34135895522
4.463778712201354,56034.30858521323
4.575373180006388,56034.29118560894
4.6869676478114215,56034.26784809561
4.7985621156164555,56034.253198802115
4.9101565834214895,56034.17921063015
5.021751051226524,56034.17714939201
5.133345519031558,56034.16339918485
5.244939986836592,56034.10537574959
5.356534454641626,56034.101855327266
5.468128922446659,56034.042862197304
5.579723390251694,56034.013550556156
