parameter_value,log_likelihood
0.10244491359967973,56036.06771452439
0.20488982719935944,56036.04810079625
0.30733474079903916,56035.94460135569
0.4097796543987189,56035.81242358898
0.5122245679983987,56035.695791787744
0.6146694815980783,56035.588327535785
0.717114395197758,56035.46840021908
0.8195593087974378,56035.36274250913
0.9220042223971175,56035.238927829625
1.0244491359967973,56035.13509964226
1.126894049596477,56035.05735136161
1.2293389631961567,56034.96581632912
1.3317838767958363,56034.86766241569
1.434228790395516,56034.77549261917
1.5366737039951959,56034.70691783257
1.6391186175948755,56034.60643530368
1.7415635311945552,56034.563081597385
1.844008444794235,56034.46664427934
1.9464533583939148,56034.37253042017
2.0488982719935946,56034.32940125334
2.1513431855932743,56034.24377356014
2.253788099192954,56034.167336965955
2.3562330127926336,56034.07356880465
2.4586779263923133,56034.027720066144
2.561122839991993,56033.93322569948
2.6635677535916726,56033.83318346786
2.7660126671913523,56033.78979901226
2.8684575807910324,56033.707894562765
2.970902494390712,56033.60258404025
3.0733474079903917,56033.5333279317
3.1757923215900714,56033.44156112339
3.2782372351897515,56033.37800034057
3.3806821487894307,56033.26878695946
3.4831270623891104,56033.232806505854
3.5855719759887905,56033.173457257515
3.6880168895884697,56033.06141398399
3.79046180318815,56032.97295467677
3.8929067167878295,56032.897287720836
3.995351630387509,56032.85336722799
4.097796543987189,56032.75346401531
4.200241457586869,56032.63510037468
4.302686371186548,56032.5648526155
4.405131284786228,56032.46944640937
4.507576198385908,56032.390503544666
4.610021111985588,56032.33064935243
4.712466025585267,56032.231263613125
4.814910939184947,56032.122017679016
4.917355852784627,56032.054950343845
5.019800766384306,56031.97616537415
5.122245679983987,56031.871526739684
