parameter_value,log_likelihood
0.10331469056198783,49852.14169118869
0.20662938112397566,54447.55975418363
0.3099440716859635,55414.19905944624
0.4132587622479513,55750.85522892955
0.5165734528099392,55897.57677327975
0.6198881433719269,55969.07982992785
0.7232028339339147,56005.682372833704
0.8265175244959025,56024.148363517146
0.9298322150578904,56032.598998137764
1.0331469056198783,56035.13509964226
1.136461596181866,56034.134185749375
1.2397762867438538,56030.87889891604
1.3430909773058417,56026.25845539808
1.4464056678678294,56020.76342425651
1.5497203584298174,56014.749468499765
1.653035048991805,56008.43461401255
1.756349739553793,56001.91270843774
1.8596644301157808,55995.3639851375
1.9629791206777687,55988.79714289321
2.066293811239756,55982.31045563738
2.169608501801744,55975.889738729435
2.272923192363732,55969.58340567905
2.37623788292572,55963.38970420381
2.4795525734877075,55957.33125045207
2.5828672640496952,55951.37727208959
2.6861819546116834,55945.57106553726
2.789496645173671,55939.89867856194
2.892811335735659,55934.32863417691
2.996126026297647,55928.92212101304
3.0994407168596347,55923.63228853363
3.2027554074216225,55918.47567864309
3.30607009798361,55913.41595468934
3.4093847885455983,55908.510400750754
3.512699479107586,55903.68999690007
3.616014169669574,55898.962433058565
3.7193288602315615,55894.36708141862
3.8226435507935497,55889.84025086525
3.9259582413555374,55885.411754560206
4.029272931917525,55881.14866443865
4.132587622479513,55876.86549761579
4.2359023130415006,55872.74318616396
4.339217003603489,55868.663854591905
4.442531694165476,55864.718101483326
4.545846384727464,55860.78787739449
4.649161075289451,55856.971426213444
4.75247576585144,55853.21261449504
4.855790456413428,55849.538455911665
4.959105146975416,55845.9379864579
5.062419837537403,55842.40145893892
5.165734528099391,55838.90782026292
